matternumber,mattername,invoiceid,firmname,fees,invstatus,datepaid,receivedate,begperiod,endgperiod,invdate,itemnumber,itemdate,fullname,taskcode,task,rate,hours,netamount,description,state,itemtype,disbcode,tklevel,mattertype,mattersubtype,attorney,status,opendate,closedate,trialdate,team_lead,judge,courttype,trial,plaintiff,county,disposition,dispdate,case_length,length_bucket,rate_bucket,phase,assigned_council,opposing_council
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,19,1/30/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 115,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,18,1/30/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 116,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,18,1/30/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 117,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,20,2/2/2016,Timekeeper-7,CodeD,TaskD,210,0.3,63,Analysis on google earth,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 118,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,20,2/2/2016,Timekeeper-7,CodeD,TaskD,210,0.3,63,Analysis on google earth,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 119,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,21,2/4/2016,Timekeeper-7,CodeD,TaskD,210,0.4,84,Analysis on google earth,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 120,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,21,2/4/2016,Timekeeper-7,CodeD,TaskD,210,0.4,84,Analysis on google earth,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 121,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,23,2/5/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 122,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,23,2/5/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 123,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,22,2/5/2016,Timekeeper-8,CodeD,TaskD,0,0.3,0,Analysis on google earth,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 124,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,0-100,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,22,2/5/2016,Timekeeper-8,CodeD,TaskD,0,0.3,0,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 125,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,0-100,L310,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,24,2/9/2016,Timekeeper-7,CodeD,TaskD,210,1.5,315,Finalize documents.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 126,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,24,2/9/2016,Timekeeper-7,CodeD,TaskD,210,1.5,315,Finalize documents.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 127,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L110,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,26,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 128,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,26,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 129,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,27,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 130,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,27,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 131,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,28,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 132,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,28,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 133,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,29,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 134,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,29,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 135,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,30,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.8,140,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 136,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,30,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.8,140,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 137,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,31,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 138,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,31,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 139,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,25,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 140,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,25,2/12/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 141,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,34,2/13/2016,Timekeeper-7,CodeD,TaskD,210,0.2,42,Finalize documents.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 142,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,34,2/13/2016,Timekeeper-7,CodeD,TaskD,210,0.2,42,Finalize documents.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 143,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,201-300,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,32,2/13/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 144,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,32,2/13/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 145,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,33,2/13/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 146,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,33,2/13/2016,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 147,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,35,2/17/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 148,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,35,2/17/2016,Timekeeper-8,CodeD,TaskD,175,0.2,35,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 149,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2016,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,36,2/17/2015,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 150,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,36,2/17/2015,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 151,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,37,2/17/2015,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 152,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,37,2/17/2015,Timekeeper-8,CodeD,TaskD,175,0.3,52.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 153,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,38,2/18/2015,Timekeeper-8,CodeD,TaskD,175,0.4,70,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 154,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,38,2/18/2015,Timekeeper-8,CodeD,TaskD,175,0.4,70,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 155,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,41,2/19/2015,Timekeeper-7,CodeD,TaskD,210,0.4,84,Finalize documents.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 156,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,201-300,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,41,2/19/2015,Timekeeper-7,CodeD,TaskD,210,0.4,84,Finalize documents.,TX,hours,,Partner,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 157,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,201-300,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,39,2/19/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Finalize documents.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 158,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,39,2/19/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 159,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L120,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,40,2/19/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 160,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,40,2/19/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 161,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,42,2/24/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 162,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,42,2/24/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 163,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,43,2/25/2015,Timekeeper-8,CodeD,TaskD,175,0.2,35,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 164,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,43,2/25/2015,Timekeeper-8,CodeD,TaskD,175,0.2,35,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 165,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,44,2/25/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 166,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,44,2/25/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 167,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,45,2/27/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 168,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,45,2/27/2015,Timekeeper-8,CodeD,TaskD,175,0.1,17.5,Draft responses in client's behalf.,TX,hours,,Associate,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 169,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,151-200,L160,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,46,1/31/2015,,CodeD,TaskD,,,0,Draft responses in client's behalf.,TX,expense,E101,,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 170,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,,,Timekeeper-7,Tim Harden
Matter-3,Marcelo v. Sanchez,7,Firm-4,3475.5,Paid,4/9/2015,4/6/2015,1/1/2015,2/28/2015,2/28/2015,47,2/28/2015,,CodeD,TaskD,,,0,Draft responses in client's behalf.,TX,expense,E101,,Litigation Section,Litigation,Tim Sull,Closed,1/2/2015,5/18/2015,,teamlead,Judge 171,State,Jury,0,Hidalgo,Settled w/o EC payment,4/2/2015,136,91-180,,,Timekeeper-7,Tim Harden
